,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address
1475,51239271,2007-01-01 10:45:00,4718 N SPAULDING,603e09c12c607a2ecfdc8062d4120edd10b2f5499d76fb4cc5d7a8ec73f9e04d,IL,PAS,,0976160A,REAR AND FRONT PLATE REQUIRED,17,CPD,HOND,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,19166,"4700 n spaulding, chicago, il"
1476,51089819,2007-01-01 10:45:00,11942 S LASALLE,709a29b9a7c1b679ad5d9f9d6e16ce5e2d27f3b00165fd50c43887aa55a649fa,IL,PAS,60827,0964110D,PARK OR STAND ON SIDEWALK,5,CPD,MERC,50,100,122.0,0.0,Notice,2007-01-10 00:00:00,SEIZ,,5077806030,2823,"11900 s lasalle, chicago, il"
1477,51159671,2007-01-01 10:45:00,744 W BROMPTON,15d9cf34ebe950697a6eea24b932a72a7167c0a0415594e846704879441a8f85,IL,TRK,606573823,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,GMC,50,100,0.0,100.0,Paid,2007-05-14 00:00:00,SEIZ,,5079482180,354,"700 w brompton, chicago, il"
1478,51531672,2007-01-01 10:45:00,3935 W ARGYLE,d8698ed04c18a4f81322be6a54d2ab339b7fcb79be97049ec2b78b39d01e516e,IL,PAS,606593408,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,17,CPD,FORD,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,3920,"3900 w argyle, chicago, il"
1479,51260099,2007-01-01 10:45:00,968 W CUYLER,c71895f7fd6885ca034e93ec39bdbf08db27f1b56290355b6861369e6156fa40,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,23,CPD,VOLK,50,100,0.0,50.0,Paid,2007-01-04 00:00:00,,,0,19704,"900 w cuyler, chicago, il"
1480,47832803,2007-01-01 10:45:00,11100 S EMERALD,e2c735480ec58021a84874047a8e5db8379e323cca2fa96a8fe81c7a73ff1ad0,IL,PAS,,0976180A,SAFETY BELTS REQUIRED,22,CPD,FORD,25,50,0.0,25.0,Paid,2007-06-28 00:00:00,,,0,2894,"11100 s emerald, chicago, il"
1481,51119666,2007-01-01 10:45:00,11100 S WALLACE,6b669f95df12701d999180d21b46de021108186cb3b586e0f9ca672e618b4fae,IL,PAS,606170006,0976220A,OBSTRUCTED OR IMPROPERLY TINTED WINDOWS,22,CPD,OLDS,25,50,0.0,50.0,Paid,2009-03-13 00:00:00,SEIZ,,5078799930,10034,"11100 s wallace, chicago, il"
1482,51239273,2007-01-01 10:45:00,4718 N SPAULDING,603e09c12c607a2ecfdc8062d4120edd10b2f5499d76fb4cc5d7a8ec73f9e04d,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,17,CPD,HOND,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,19166,"4700 n spaulding, chicago, il"
1483,51119667,2007-01-01 10:46:00,11100 S WALLACE,6b669f95df12701d999180d21b46de021108186cb3b586e0f9ca672e618b4fae,IL,PAS,606170006,0964125,NO CITY STICKER OR IMPROPER DISPLAY,22,CPD,OLDS,120,240,0.0,240.0,Paid,2010-08-24 00:00:00,SEIZ,,5078799930,10034,"11100 s wallace, chicago, il"
1484,51245064,2007-01-01 10:47:00,1254 W SCHOOL,b234c2f6147ec48b210e44649105ad3d66a319af35aa2c595240d4409af5d9bc,IL,PAS,606141314,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,19,CPD,INFI,50,100,0.0,100.0,Paid,2007-04-16 00:00:00,SEIZ,,5076894630,05016,"1200 w school, chicago, il"
1485,51425180,2007-01-01 10:47:00,1811 W RICE,946e1e2b47f4c4b81920ffa8718a4125aee19bb0cb79192308581d362f8eed08,IN,TMP,,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,13,CPD,FORD,50,100,50.0,0.0,Define,2007-01-10 00:00:00,,,0,10756,"1800 w rice, chicago, il"
1486,51543322,2007-01-01 10:47:00,8846 S DANTE,bb0e2ac2bf593f04b04f837dd7dbb236424cd404b10a4256162c8a0a49a20770,IL,PAS,60411,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,4,CPD,MERZ,50,100,122.0,0.0,Notice,2007-01-17 00:00:00,SEIZ,,5077938370,19959,"8800 s dante, chicago, il"
1487,51543323,2007-01-01 10:47:00,8846 S DANTE,bb0e2ac2bf593f04b04f837dd7dbb236424cd404b10a4256162c8a0a49a20770,IL,PAS,60411,0980110A,ABANDONED VEH. FOR 7 DAYS OR INOPERABLE,4,CPD,MERZ,50,100,122.0,0.0,Notice,2007-01-17 00:00:00,SEIZ,,5077938370,19959,"8800 s dante, chicago, il"
1488,51484382,2007-01-01 10:48:00,5552 W GRACE,3dd3b5d935e0a00fabfb4ab17504844ef85859c3e2510791c46e5f82512420b7,IL,PAS,606342718,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,16,CPD,DODG,50,100,0.0,100.0,Paid,2007-06-12 00:00:00,SEIZ,,5066853900,16160,"5500 w grace, chicago, il"
1489,51308635,2007-01-01 10:48:00,940 E 48TH ST,14a05006ff665f023362167c1d89f1f07bb62c4aab6ab0093a8c119c0dfc59ef,IL,PAS,606478010,0976150B,BURGLAR ALARM SOUNDING OVER 4 MINUTES,21,CPD,CHEV,25,50,61.0,0.0,Notice,2007-01-10 00:00:00,SEIZ,,5076096480,4282,"900 e 48th st, chicago, il"
1490,51536501,2007-01-01 10:48:00,3630 W EDDY,d6c6fc02d457a9306033f65847962f4f198c80d2827136dfc7e1e9a6b3f1d808,IL,PAS,606414014,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,17,CPD,HOND,50,100,0.0,201.68,Paid,2008-12-08 00:00:00,SEIZ,,5093028140,10253,"3600 w eddy, chicago, il"
1491,51190282,2007-01-01 10:49:00,6456 S HOYNE,59f91df613dfdc2176bdca37ab99610327c31f00de97cae4ef8128097950aade,IL,PAS,606362359,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,7,CPD,PONT,50,100,0.0,0.0,Dismissed,2007-08-29 00:00:00,SEIZ,,5023870050,4804,"6400 s hoyne, chicago, il"
1492,51260100,2007-01-01 10:50:00,4325 N BROADWAY,33f570a3f9850393f316b97d476452faf76846ab6588e5980932acc9b2d237ea,IL,PAS,60613,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,23,CPD,FORD,50,100,0.0,100.0,Paid,2007-08-15 00:00:00,SEIZ,,5078012670,17904,"4300 n broadway, chicago, il"
1493,52432501,2007-01-01 10:50:00,3240 W ROOSEVELT,4595015d66a50232b4b31464282ec2b0824454649d7933d01b99a580f2706d4f,IL,PAS,607073414,0964050J,DISABLED PARKING ZONE,11,CPD,FORD,200,250,0.0,200.0,Paid,2007-08-07 00:00:00,VIOL,,5085806580,5921,"3200 w roosevelt, chicago, il"
1494,51365019,2007-01-01 10:50:00,5617 W 63RD PL,d77cc0c3b128661fdd0aef674b3687b94a90f5fb25658985a0c65763406dc9e5,IL,PAS,,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,PLYM,50,100,50.0,0.0,Define,2007-01-08 00:00:00,,,0,15227,"5600 w 63rd pl, chicago, il"
1495,51495726,2007-01-01 10:50:00,1502 N MAPLEWOOD,cd6168e37b4b7d12fc6d0d236d3b2b43f1202e4dcb8eedd78a7463e8a4477c7b,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,14,CPD,PONT,50,100,50.0,0.0,Define,2007-01-05 00:00:00,,,0,1121,"1500 n maplewood, chicago, il"
1496,50808193,2007-01-01 10:50:00,2658 W EVERGREEN,a01acd004faf2e9a93fcc05fb39868602c061a93c8585de10294e355f66a9206,IL,PAS,606153711,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,153,CPD,PONT,50,100,100.0,0.0,Bankruptcy,2017-04-27 00:00:00,SEIZ,,5055372570,15405,"2600 w evergreen, chicago, il"
1497,50933475,2007-01-01 10:50:00,15 W 27TH,5d88ba0fc4f90bcf82e18ebaf3bf9044b9effe36ce62b2ae9970b2379b8f0feb,IL,PAS,604191412,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,21,CPD,BUIC,50,100,0.0,100.0,Paid,2009-02-28 00:00:00,SEIZ,,5015881450,17804,"1 w 27th, chicago, il"
1498,51389053,2007-01-01 10:50:00,4701 N LEAVITT,050d4d106cc99887e2d2f081f1a55c89646de9ed3e5f6618df904109dec149f2,WI,TRK,,0964100D,DISABLED CURB CUT,19,CPD,CHEV,75,150,0.0,75.0,Paid,2007-01-10 00:00:00,,,0,6847,"4700 n leavitt, chicago, il"
1499,51606172,2007-01-01 10:51:00,261 W GOETHE,03c864b84d22f81e52a8c6142650a0653616b9e560a7398fd68b5c2e9f4f831f,IL,PAS,606101864,0964040B,STREET CLEANING OR SPECIAL EVENT,18,CPD,HOND,50,100,0.0,0.0,Dismissed,2007-03-09 00:00:00,,Not Liable,5080337790,16414,"200 w goethe, chicago, il"
1500,51262101,2007-01-01 10:51:00,4325 N BROADWAY,33f570a3f9850393f316b97d476452faf76846ab6588e5980932acc9b2d237ea,IL,PAS,60613,0964125,NO CITY STICKER OR IMPROPER DISPLAY,23,CPD,FORD,120,240,0.0,240.0,Paid,2007-08-31 00:00:00,SEIZ,,5078012670,17904,"4300 n broadway, chicago, il"
1501,51442979,2007-01-01 10:51:00,58 E MONROE,97e2ea2c9dd6771152ac562fc0ffaa9e9cf706de7cc8f71d83ee4097868ce1c0,IL,PAS,606523206,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,DODG,50,100,0.0,100.0,Paid,2007-05-01 00:00:00,SEIZ,,5079522960,331,"1 e monroe, chicago, il"
1502,51190283,2007-01-01 10:51:00,6449 S HOYNE,96c2a34bc4b9dff3e43924c2a49bb70817cd169c79fb4ddde78c698039975f3b,IL,ENV,606362507,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,7,CPD,BUIC,50,100,0.0,50.0,Paid,2007-02-27 00:00:00,DETR,,5080204560,4804,"6400 s hoyne, chicago, il"
1503,51377560,2007-01-01 10:52:00,1058 W 59TH ST,59a5b3b39c3bc66ba73b36a41ccd7492265aa097a7233959df9d442de043b8c9,IL,PAS,,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,7,CPD,DODG,50,100,0.0,50.0,Paid,2007-01-12 00:00:00,,,0,15942,"1000 w 59th st, chicago, il"
1504,51341536,2007-01-01 10:52:00,50 N LECLAIRE,851408cdd086e59ac1a221b32ccfc7dff02d4d245246aaaf91c61feedd85a50c,IL,TMP,60644,0964100D,DISABLED CURB CUT,15,CPD,FORD,75,150,183.0,0.0,Notice,2007-01-24 00:00:00,SEIZ,,5079555120,13132,"1 n leclaire, chicago, il"
1505,51269829,2007-01-01 10:53:00,6046 S LAFAYETTE,9dee3c67d5cce03489dfbbee3cf3a36928e47953942333507f21875e36d17acc,IL,PAS,606363719,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,3,CPD,DODG,50,100,0.0,100.0,Paid,2012-02-14 00:00:00,SEIZ,,5064751980,17129,"6000 s lafayette, chicago, il"
1506,51269830,2007-01-01 10:53:00,6046 S LAFAYETTE,9dee3c67d5cce03489dfbbee3cf3a36928e47953942333507f21875e36d17acc,IL,PAS,606363719,0964125,NO CITY STICKER OR IMPROPER DISPLAY,3,CPD,DODG,120,240,0.0,240.0,Paid,2012-08-13 00:00:00,SEIZ,,5064751980,17129,"6000 s lafayette, chicago, il"
1507,51117197,2007-01-01 10:54:00,6020 N SHERIDAN,065d7ba3ff34a291e41e495ec4b7ab84185d7f225f275a7c14fa8655491dff82,IL,PAS,604151801,0964110D,PARK OR STAND ON SIDEWALK,24,CPD,CHEV,50,100,0.0,100.0,Paid,2008-04-28 00:00:00,FINL,,5079971710,9677,"6000 n sheridan, chicago, il"
1508,51341567,2007-01-01 10:54:00,5106  FERDINAND,77c3dbb291734a13c29b731a7a0258544203e91ab7be4f9778432b4203207d38,IL,PAS,606442058,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,15,CPD,FORD,50,100,122.0,0.0,Notice,2007-01-24 00:00:00,SEIZ,,5057274770,16975,"5100  ferdinand, chicago, il"
1509,51536502,2007-01-01 10:55:00,3720 W CORNELIA,5d48920dc0c5aadd45ea33ecc584fb7488babe68aadbfd1c20f665a629025040,IL,PAS,605276252,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,17,CPD,SATR,50,100,0.0,50.0,Paid,2007-01-18 00:00:00,,,0,10253,"3700 w cornelia, chicago, il"
1510,52534221,2007-01-01 10:55:00,3234 E 87TH,c4d5ce98e0041266e2447b329ce2da323df01165df248ad3a451e4b30e0cd5fd,IL,TMP,60617,0964125,NO CITY STICKER OR IMPROPER DISPLAY,4,CPD,DODG,120,240,0.0,281.8,Paid,2010-05-03 00:00:00,SEIZ,,5039339920,19364,"3200 e 87th, chicago, il"
1511,51305399,2007-01-01 10:55:00,3105 N LAVERGNE,8bd94cc306241b87e486212b103040e440dd151be29a7c47c0027a03579b0d43,IL,OTH,600764030,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",25,CPD,GMC,25,50,0.0,25.0,Paid,2007-03-07 00:00:00,FINL,,5079884210,4684,"3100 n lavergne, chicago, il"
1512,51245065,2007-01-01 10:55:00,1101 W SCHOOL,ea9d9792ac9c806ca0c3c2d2b3d0ad4b865a63fa2a1cc0caec1dcca552e1536f,IL,PAS,605065356,0964150B,PARKING/STANDING PROHIBITED ANYTIME,19,CPD,AUDI,50,100,0.0,50.0,Paid,2007-01-30 00:00:00,VIOL,,5073735420,05016,"1100 w school, chicago, il"
1513,52263945,2007-01-01 10:55:00,11900 S PRINCETON,6d5e4b12c571b1fb0cc3b74609f8f5f4e02be74cb69525ead23a40f25b9249ce,IL,PAS,60419,0976180A,SAFETY BELTS REQUIRED,5,CPD,BUIC,25,50,61.0,0.0,Notice,2007-07-19 00:00:00,SEIZ,,5056718290,10819,"11900 s princeton, chicago, il"
1514,51050106,2007-01-01 10:55:00,2730 S CHRISTIANA,c79977e68166831ac79647d922474a1de7bedd797c6512b6e860d722dfd1c73b,IL,TMP,60623,0964100A,WITHIN 15' OF FIRE HYDRANT,10,CPD,DODG,100,200,0.0,244.0,Paid,2012-09-17 00:00:00,DLS,,5012996900,15464,"2700 s christiana, chicago, il"
1515,51359377,2007-01-01 10:56:00,7661 S EUCLID,05b0e8bcd0445bd76daebddda885543e9ffda293ac69ad270dee5dee76e1b7e4,IL,PAS,606494013,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,4,CPD,CHEV,50,100,0.0,100.0,Paid,2007-03-19 00:00:00,SEIZ,,5076867410,13702,"7600 s euclid, chicago, il"
1516,51190284,2007-01-01 10:56:00,6541 S SEELEY,0775bcd6fe4f5c6bc172338248dcdea95b85456f5d12737a9ee55c9070abaaec,IL,PAS,604431073,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,7,CPD,HOND,50,100,0.0,0.0,Dismissed,2007-03-09 00:00:00,DETR,Not Liable,5080096160,4804,"6500 s seeley, chicago, il"
1517,51536503,2007-01-01 10:57:00,3823 W CORNELIA,69c5a31ad44b9195c0b4403948effc34bbb131979ba654af7c92348c2c6f1da3,IL,FFM,600839286,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,17,CPD,LEXU,50,100,0.0,50.0,Paid,2007-02-28 00:00:00,DETR,,5079244450,10253,"3800 w cornelia, chicago, il"
1518,49560589,2007-01-01 10:57:00,4347 S ST LAWRENCE,de2d281aeb2dc1305ebe5724d6bf09f7c6e70cb3b582a914930d90caca09c33d,IL,PAS,604251804,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,2,CPD,CADI,50,100,0.0,100.0,Paid,2007-04-04 00:00:00,SEIZ,,5079261410,2907,"4300 s st lawrence, chicago, il"
1519,51549587,2007-01-01 10:57:00,5501 S FRANCISCO,3409bc09a27dac04c92993543918849bf0cb60379f32a50c479d1c21a4db4d76,IL,PAS,60641,0964150B,PARKING/STANDING PROHIBITED ANYTIME,8,CPD,CHEV,50,100,0.0,100.0,Paid,2007-03-03 00:00:00,FINL,,5079956760,15069,"5500 s francisco, chicago, il"
1520,51696111,2007-01-01 10:58:00,461 N PARK DR,a0dc0c50570a533915bf1e237b5c6f4d24db58dc2e9391cc75a936262cceda70,IL,PAS,606512244,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,18,CPD,NISS,50,100,0.0,50.0,Paid,2007-03-28 00:00:00,DETR,,5059523320,14360,"400 n park dr, chicago, il"
1521,51341537,2007-01-01 10:58:00,441 N LECLAIRE,ab665d85fae2dbebf71d91695f16ab2f44f550eb79cbdfaaae4b41d7ca6490e8,IL,PAS,606441615,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,15,CPD,OLDS,50,100,0.0,50.0,Paid,2007-03-20 00:00:00,FINL,,5080207070,13132,"400 n leclaire, chicago, il"
1522,51308327,2007-01-01 10:58:00,14 W 27TH,abd4620b63687b1b5994be498dea6421e277fb1b7ab5a4c162b83ae507e103b9,IL,TMP,60636,0964125,NO CITY STICKER OR IMPROPER DISPLAY,21,CPD,DODG,120,240,292.8,0.0,Notice,2007-01-10 00:00:00,SEIZ,,5012978020,17804,"1 w 27th, chicago, il"
1523,51245066,2007-01-01 10:58:00,1035 W SCHOOL,042e62d0f1fe03ef5d9c670e2dd9ae95062365bd76114e77d4f50f122b94d967,IL,PAS,606573382,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,19,CPD,DODG,50,100,0.0,50.0,Paid,2007-01-16 00:00:00,VIOL,,5079912360,5016,"1000 w school, chicago, il"
1524,51190285,2007-01-01 10:58:00,6608 S SEELEY,8b7e900f23dc41d68ae7099d2d5a338fa42fab9588968d5d4032329513a64bd9,IL,RVM,606362523,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,7,CPD,CHEV,50,100,0.0,50.0,Paid,2008-04-03 00:00:00,DETR,,5021160220,4804,"6600 s seeley, chicago, il"
1525,51268194,2007-01-01 11:00:00,5373 N MILWAUKEE,603e09c12c607a2ecfdc8062d4120edd10b2f5499d76fb4cc5d7a8ec73f9e04d,IL,PAS,,0976160A,REAR AND FRONT PLATE REQUIRED,16,CPD,CHRY,50,100,50.0,0.0,Define,2007-01-08 00:00:00,,,0,8436,"5300 n milwaukee, chicago, il"
1526,51534744,2007-01-01 11:00:00,4400 N PULASKI,8b2da5dc051c0978ba40964fcf22b905ff6096886aa24742041d763a91bc897b,IL,PAS,608044264,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,17,CPD,LEXU,50,100,0.0,100.0,Paid,2007-07-16 00:00:00,FINL,,5079893420,18684,"4400 n pulaski, chicago, il"
1527,51245069,2007-01-01 11:00:00,3216 N SHEFFIELD,698ca51c20237255ee6b01e199a2942e3c52d926d4e2cf82ffbdce3d6bd49db5,IL,TRK,605028606,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,19,CPD,CHEV,50,100,0.0,100.0,Paid,2007-05-17 00:00:00,FINL,,5080097020,05016,"3200 n sheffield, chicago, il"
1528,51081947,2007-01-01 11:00:00,4003 W POTOMAC,3d870e617a9f84791bc139aff3b4d4827bb8b26169f12270b0d07caae5577765,IL,TRK,,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",25,CPD,FORD,25,50,0.0,25.0,Paid,2007-01-08 00:00:00,,,0,17908,"4000 w potomac, chicago, il"
1529,51262102,2007-01-01 11:00:00,1301 W MONTROSE,75a180cb9271854eed14dc6f075feddcd0e12c3079b7730da6a9e86da7edcac8,WI,PAS,53715,0964100D,DISABLED CURB CUT,23,CPD,FORD,75,150,0.0,75.0,Paid,2007-02-06 00:00:00,DETR,Liable,5079840230,17904,"1300 w montrose, chicago, il"
1530,51482044,2007-01-01 11:00:00,4918 W GUNNISON,ec185b0f0e7425f8a09757f9304a98ad18e6226ba48363b1892bb82a4fa9f117,IL,RVM,606302524,0980080A,PARK VEHICLE SOLE PURPOSE OF DISPLAYING FOR SALE,16,CPD,FORD,100,200,0.0,75.0,Dismissed,2008-07-08 00:00:00,,,5079951290,13186,"4900 w gunnison, chicago, il"
1531,51245067,2007-01-01 11:00:00,1033 W SCHOOL,d044d2b18220546029a146b780e400e96e981ed2602e2dcb314ffb78f2a2f741,IL,PAS,606133609,0964100G,STOP SIGN OR TRAFFIC SIGNAL,19,CPD,LEXU,25,50,0.0,50.0,Paid,2007-05-06 00:00:00,SEIZ,,5076324900,5016,"1000 w school, chicago, il"
1532,51536097,2007-01-01 11:00:00,5058 N SAWYER,0851e01fdab20331d0df15b727ef9b186fe97cb2a7dd8e835c2cf9d9bc715a1d,IL,PAS,606254910,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,17,CPD,FORD,50,100,0.0,50.0,Paid,2007-02-16 00:00:00,DETR,,5019990940,19855,"5000 n sawyer, chicago, il"
1533,51159274,2007-01-01 11:00:00,208 S LASALLE,dab7567332fd84a80e51fce976955322e69df5096d71f41e7b668ee63e2df485,IL,PAS,60131,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,CHEV,50,100,0.0,100.0,Paid,2013-06-11 00:00:00,FINL,,5080116410,358,"200 s lasalle, chicago, il"
1534,51482043,2007-01-01 11:00:00,4918 W GUNNISON,ec185b0f0e7425f8a09757f9304a98ad18e6226ba48363b1892bb82a4fa9f117,IL,RVM,606302524,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,16,CPD,FORD,50,100,0.0,50.0,Paid,2007-01-11 00:00:00,,,5079951290,13186,"4900 w gunnison, chicago, il"
1535,51365021,2007-01-01 11:01:00,6152 S KOLIN,536cd5f0cc15a6e882ce4df4b5240232ad0f3db672a3fc387471fc9c365325e8,IL,PAS,606295203,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,MERC,50,100,0.0,0.0,Dismissed,2007-01-13 00:00:00,,Not Liable,5039714000,15227,"6100 s kolin, chicago, il"
1536,47617972,2007-01-01 11:01:00,6646 S PERRY,b98d2ae434002eb6aa45f5404f8cd52d0e5cef993e0f7b41ee7a928054bf0023,IL,PAS,606321121,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,7,CPD,VOLV,50,100,0.0,122.0,Paid,2013-04-27 00:00:00,SEIZ,,5019362870,16113,"6600 s perry, chicago, il"
1537,51262103,2007-01-01 11:01:00,1301 W MONTROSE,3d0997ce2e603e9916c6fb05fdea0ba9700bfcd87c2447d9fba940c198da1559,IL,PAS,,0964100D,DISABLED CURB CUT,23,CPD,JEEP,75,150,0.0,75.0,Paid,2007-01-05 00:00:00,,,0,17904,"1300 w montrose, chicago, il"
1538,51341568,2007-01-01 11:01:00,447 N LECLAIRE,b11e025fe87240ae3a4c9502105b67d900dfd1eafed6790ec90b87d66e2ec51d,IL,PAS,606224417,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,15,CPD,LINC,50,100,0.0,100.0,Paid,2012-08-31 00:00:00,SEIZ,,5013453810,16975,"400 n leclaire, chicago, il"
1539,51344889,2007-01-01 11:02:00,5418 W WASHINGTON,93fe07c73c5380ac3cfc6cc3ba83762b40faaaf6bb9bc97beb0fbe802681e49d,IL,PAS,60644,0964050I,DISABLED PARKING,15,CPD,FORD,200,250,0.0,200.0,Paid,2007-02-13 00:00:00,VIOL,,5069623810,14232,"5400 w washington, chicago, il"
1540,51536504,2007-01-01 11:02:00,3959 W ROSCOE,edc20134d42c1fd06c3563c3f1eb1451327b4f477474cee4e135028f477387fe,IL,RVM,600182540,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,17,CPD,DODG,50,100,0.0,0.0,Dismissed,2007-01-20 00:00:00,,Not Liable,5079840570,10253,"3900 w roscoe, chicago, il"
1541,51081948,2007-01-01 11:02:00,4122 W POTOMAC,1359e53542a3d04e53a17ce0a9d54c1f22b48c0d0f7c0cf09f009a0f045393a4,IL,TRK,,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",25,CPD,DODG,25,50,25.0,0.0,Define,2007-01-04 00:00:00,,,0,17908,"4100 w potomac, chicago, il"
1542,51081949,2007-01-01 11:02:00,4122 W POTOMAC,211957afcb0df03c29a464b2dd660b4b4fff60fc2a365c44d807d3ae44a6495e,IL,TRK,606473536,0964100A,WITHIN 15' OF FIRE HYDRANT,25,CPD,DODG,100,200,244.0,0.0,Notice,2007-01-10 00:00:00,FINL,,5079876810,17908,"4100 w potomac, chicago, il"
1543,51342535,2007-01-01 11:03:00,22 S MAYFIELD,3d84d0ac2069dd160bafacc9e6f2218ab4313e10793fd1fa303f73a3afcfe64c,IL,PAS,60644,0964130,PARK OR BLOCK ALLEY,15,CPD,DODG,150,250,0.0,250.0,Paid,2007-04-30 00:00:00,SEIZ,,5079456750,15253,"1 s mayfield, chicago, il"
1544,51190287,2007-01-01 11:03:00,6537 S DAMEN,85920f7f743a93724aed2b55678a9fddefc62dd64989fa0e0e15f61a12df6804,IL,TRK,60423,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,7,CPD,FORD,50,100,0.0,100.0,Paid,2008-06-02 00:00:00,SEIZ,,5070567400,4804,"6500 s damen, chicago, il"
1545,51190288,2007-01-01 11:03:00,6637 S DAMEN,9139ac6d27657a6c861a7e90061af710d6d979d793842e9dbd071926ed1352d7,IL,PAS,606205753,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,7,CPD,DODG,50,100,50.0,0.0,Define,2007-01-18 00:00:00,,,0,4804,"6600 s damen, chicago, il"
1546,52001411,2007-01-01 11:03:00,925 W CULLERTON,9cef3d3bed17cd8e5c54a7b77b8d29bdab406094ae16644f1da6d2bb79a2b946,IL,PAS,60608,0964125,NO CITY STICKER OR IMPROPER DISPLAY,12,CPD,CHRY,120,240,0.0,201.0,Paid,2015-11-15 00:00:00,SEIZ,,5079568270,17035,"900 w cullerton, chicago, il"
1547,51262104,2007-01-01 11:03:00,1331 W MONTROSE,25915216da63b9e7e263820bd350fde4a338dfbbf96af5cac8336be016cde6d7,IL,PAS,60613,0964100D,DISABLED CURB CUT,23,CPD,CHRY,75,150,0.0,183.0,Paid,2009-06-03 00:00:00,SEIZ,,5079881910,17904,"1300 w montrose, chicago, il"
1548,51352188,2007-01-01 11:04:00,8130 S ST LAWRENCE,84b7bbe40768ebf64ff7292117c2409394d85c31acb9b37cc40f973dd0b2d630,IL,PAS,606282023,0964125,NO CITY STICKER OR IMPROPER DISPLAY,6,CPD,CHEV,120,240,240.0,0.0,Notice,2007-01-17 00:00:00,SEIZ,,5096771050,11063,"8100 s st lawrence, chicago, il"
1549,51352187,2007-01-01 11:04:00,8130 S ST LAWRENCE,84b7bbe40768ebf64ff7292117c2409394d85c31acb9b37cc40f973dd0b2d630,IL,PAS,606282023,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,6,CPD,CHEV,50,100,23.68,76.32,Notice,2007-01-17 00:00:00,SEIZ,,5096771050,11063,"8100 s st lawrence, chicago, il"
1550,51495727,2007-01-01 11:05:00,1538 N TALMAN,3c92691c69a70c86589047d488666bbd7d33c9891d7f54bab51bd9c0ba3faed0,IL,PAS,,0976160A,REAR AND FRONT PLATE REQUIRED,14,CPD,TOYT,50,100,0.0,50.0,Paid,2007-01-05 00:00:00,,,0,11210,"1500 n talman, chicago, il"
